"zipcode","category","sale.dollars","sale.volume","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi"
50002,"Misc",2196,89,96.5,17.1,5.5,32938,1364,1339,4,1,4,0,3,13
50002,"Amaretto",18,3,96.5,17.1,5.5,32938,1364,1339,4,1,4,0,3,13
50002,"Vodka",11760,969,96.5,17.1,5.5,32938,1364,1339,4,1,4,0,3,13
50002,"Tequila",1032,34,96.5,17.1,5.5,32938,1364,1339,4,1,4,0,3,13
50002,"Schnapps",956,67,96.5,17.1,5.5,32938,1364,1339,4,1,4,0,3,13
50002,"Rum",6921,440,96.5,17.1,5.5,32938,1364,1339,4,1,4,0,3,13
50002,"Gin",521,36,96.5,17.1,5.5,32938,1364,1339,4,1,4,0,3,13
50002,"Whisky",19034,1083,96.5,17.1,5.5,32938,1364,1339,4,1,4,0,3,13
50002,"Brandy",670,34,96.5,17.1,5.5,32938,1364,1339,4,1,4,0,3,13
50003,"Rum",42835,3385,95,38.8,2.5,41809,6893,6728,32,22,16,0,0,95
50003,"Gin",6622,591,95,38.8,2.5,41809,6893,6728,32,22,16,0,0,95
50003,"Vodka",76744,7567,95,38.8,2.5,41809,6893,6728,32,22,16,0,0,95
50003,"Misc",23034,1494,95,38.8,2.5,41809,6893,6728,32,22,16,0,0,95
50003,"Amaretto",785,69,95,38.8,2.5,41809,6893,6728,32,22,16,0,0,95
50003,"Brandy",3909,288,95,38.8,2.5,41809,6893,6728,32,22,16,0,0,95
50003,"Distilled Spirits",1626,69,95,38.8,2.5,41809,6893,6728,32,22,16,0,0,95
50003,"Tequila",18351,1367,95,38.8,2.5,41809,6893,6728,32,22,16,0,0,95
50003,"Whisky",126213,8458,95,38.8,2.5,41809,6893,6728,32,22,16,0,0,95
50003,"Schnapps",5992,474,95,38.8,2.5,41809,6893,6728,32,22,16,0,0,95
50006,"Tequila",2113,99,91.1,15.2,3.2,31989,1524,1480,0,0,0,0,41,3
50006,"Gin",2049,226,91.1,15.2,3.2,31989,1524,1480,0,0,0,0,41,3
50006,"Rum",19915,1413,91.1,15.2,3.2,31989,1524,1480,0,0,0,0,41,3
50006,"Whisky",44967,3003,91.1,15.2,3.2,31989,1524,1480,0,0,0,0,41,3
50006,"Misc",4662,280,91.1,15.2,3.2,31989,1524,1480,0,0,0,0,41,3
50006,"Vodka",16466,1695,91.1,15.2,3.2,31989,1524,1480,0,0,0,0,41,3
50006,"Brandy",564,54,91.1,15.2,3.2,31989,1524,1480,0,0,0,0,41,3
50006,"Distilled Spirits",295,14,91.1,15.2,3.2,31989,1524,1480,0,0,0,0,41,3
50006,"Schnapps",2592,206,91.1,15.2,3.2,31989,1524,1480,0,0,0,0,41,3
50006,"Amaretto",333,47,91.1,15.2,3.2,31989,1524,1480,0,0,0,0,41,3
50009,"Tequila",145529,10411,94.5,30.8,4.2,40354,18600,17684,122,13,334,0,7,440
50009,"Gin",49068,3513,94.5,30.8,4.2,40354,18600,17684,122,13,334,0,7,440
50009,"Vodka",599751,50122,94.5,30.8,4.2,40354,18600,17684,122,13,334,0,7,440
50009,"Brandy",36787,2086,94.5,30.8,4.2,40354,18600,17684,122,13,334,0,7,440
50009,"Amaretto",10629,899,94.5,30.8,4.2,40354,18600,17684,122,13,334,0,7,440
50009,"Schnapps",64271,4759,94.5,30.8,4.2,40354,18600,17684,122,13,334,0,7,440
50009,"Rum",341864,24537,94.5,30.8,4.2,40354,18600,17684,122,13,334,0,7,440
50009,"Misc",214560,12823,94.5,30.8,4.2,40354,18600,17684,122,13,334,0,7,440
50009,"Whisky",738673,43028,94.5,30.8,4.2,40354,18600,17684,122,13,334,0,7,440
50009,"Distilled Spirits",11623,501,94.5,30.8,4.2,40354,18600,17684,122,13,334,0,7,440
50010,"Vodka",1649416,140290,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,"Rum",1014614,76132,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,"Schnapps",208793,14812,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,"Whisky",2446231,138567,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,"Tequila",370111,23588,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,"Amaretto",28370,2587,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,"Distilled Spirits",68039,7284,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,"Brandy",176572,9343,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,"Gin",241578,17743,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50010,"Misc",619504,36462,97.1,59.4,4.6,23481,32111,25853,1214,101,3732,29,100,1082
50014,"Tequila",21752,1176,97.3,65.7,5.1,11995,29725,25335,658,22,2513,11,143,1043
50014,"Distilled Spirits",1245,69,97.3,65.7,5.1,11995,29725,25335,658,22,2513,11,143,1043
50014,"Misc",43093,2369,97.3,65.7,5.1,11995,29725,25335,658,22,2513,11,143,1043
50014,"Brandy",11068,419,97.3,65.7,5.1,11995,29725,25335,658,22,2513,11,143,1043
50014,"Schnapps",29681,2387,97.3,65.7,5.1,11995,29725,25335,658,22,2513,11,143,1043
50014,"Rum",96367,7940,97.3,65.7,5.1,11995,29725,25335,658,22,2513,11,143,1043
50014,"Whisky",164178,9850,97.3,65.7,5.1,11995,29725,25335,658,22,2513,11,143,1043
50014,"Vodka",121142,10447,97.3,65.7,5.1,11995,29725,25335,658,22,2513,11,143,1043
50014,"Amaretto",2471,324,97.3,65.7,5.1,11995,29725,25335,658,22,2513,11,143,1043
50014,"Gin",10825,1013,97.3,65.7,5.1,11995,29725,25335,658,22,2513,11,143,1043
50020,"Tequila",2493,193,93.5,14.3,5.4,28375,1198,1195,0,0,0,0,3,0
50020,"Whisky",32308,2371,93.5,14.3,5.4,28375,1198,1195,0,0,0,0,3,0
50020,"Schnapps",2573,232,93.5,14.3,5.4,28375,1198,1195,0,0,0,0,3,0
50020,"Misc",5631,391,93.5,14.3,5.4,28375,1198,1195,0,0,0,0,3,0
50020,"Gin",1020,72,93.5,14.3,5.4,28375,1198,1195,0,0,0,0,3,0
50020,"Brandy",3592,327,93.5,14.3,5.4,28375,1198,1195,0,0,0,0,3,0
50020,"Distilled Spirits",513,23,93.5,14.3,5.4,28375,1198,1195,0,0,0,0,3,0
50020,"Amaretto",373,35,93.5,14.3,5.4,28375,1198,1195,0,0,0,0,3,0
50020,"Rum",6645,474,93.5,14.3,5.4,28375,1198,1195,0,0,0,0,3,0
50020,"Vodka",13878,1599,93.5,14.3,5.4,28375,1198,1195,0,0,0,0,3,0
50021,"Whisky",1108982,62969,97.8,47.1,3.2,40214,24993,23621,272,0,710,0,108,282
50021,"Misc",293936,17265,97.8,47.1,3.2,40214,24993,23621,272,0,710,0,108,282
50021,"Brandy",60927,3706,97.8,47.1,3.2,40214,24993,23621,272,0,710,0,108,282
50021,"Tequila",210297,15818,97.8,47.1,3.2,40214,24993,23621,272,0,710,0,108,282
50021,"Rum",444664,31604,97.8,47.1,3.2,40214,24993,23621,272,0,710,0,108,282
50021,"Distilled Spirits",20415,1583,97.8,47.1,3.2,40214,24993,23621,272,0,710,0,108,282
50021,"Schnapps",80686,5565,97.8,47.1,3.2,40214,24993,23621,272,0,710,0,108,282
50021,"Vodka",840631,71929,97.8,47.1,3.2,40214,24993,23621,272,0,710,0,108,282
50021,"Amaretto",15868,1317,97.8,47.1,3.2,40214,24993,23621,272,0,710,0,108,282
50021,"Gin",92151,6946,97.8,47.1,3.2,40214,24993,23621,272,0,710,0,108,282
50022,"Amaretto",2578,262,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57
50022,"Distilled Spirits",6561,310,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57
50022,"Schnapps",36294,2876,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57
50022,"Brandy",12981,1043,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57
50022,"Vodka",186212,18284,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57
50022,"Whisky",454152,30570,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57
50022,"Rum",137736,10158,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57
50022,"Misc",101436,5471,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57
50022,"Gin",21140,1892,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57
50022,"Tequila",53687,3635,89.1,21.6,2.2,27577,8148,7942,35,46,30,23,15,57
50023,"Rum",201413,13812,97.4,44.4,3.9,40065,33001,31196,386,0,451,0,12,956
50023,"Schnapps",24856,1761,97.4,44.4,3.9,40065,33001,31196,386,0,451,0,12,956
50023,"Tequila",78935,5063,97.4,44.4,3.9,40065,33001,31196,386,0,451,0,12,956
50023,"Whisky",535147,27417,97.4,44.4,3.9,40065,33001,31196,386,0,451,0,12,956
50023,"Vodka",393186,30911,97.4,44.4,3.9,40065,33001,31196,386,0,451,0,12,956
50023,"Brandy",20192,1215,97.4,44.4,3.9,40065,33001,31196,386,0,451,0,12,956
50023,"Distilled Spirits",8075,368,97.4,44.4,3.9,40065,33001,31196,386,0,451,0,12,956
50023,"Misc",121150,6741,97.4,44.4,3.9,40065,33001,31196,386,0,451,0,12,956
50023,"Amaretto",5348,400,97.4,44.4,3.9,40065,33001,31196,386,0,451,0,12,956
50023,"Gin",37474,2542,97.4,44.4,3.9,40065,33001,31196,386,0,451,0,12,956
50025,"Vodka",23865,3075,89.1,13.4,2.2,27099,3107,2990,11,34,11,0,0,61
50025,"Schnapps",5787,542,89.1,13.4,2.2,27099,3107,2990,11,34,11,0,0,61
50025,"Distilled Spirits",356,18,89.1,13.4,2.2,27099,3107,2990,11,34,11,0,0,61
50025,"Whisky",57895,4785,89.1,13.4,2.2,27099,3107,2990,11,34,11,0,0,61
50025,"Rum",23208,1761,89.1,13.4,2.2,27099,3107,2990,11,34,11,0,0,61
50025,"Brandy",3568,335,89.1,13.4,2.2,27099,3107,2990,11,34,11,0,0,61
50025,"Misc",8091,545,89.1,13.4,2.2,27099,3107,2990,11,34,11,0,0,61
50025,"Tequila",2834,211,89.1,13.4,2.2,27099,3107,2990,11,34,11,0,0,61
50025,"Amaretto",1463,194,89.1,13.4,2.2,27099,3107,2990,11,34,11,0,0,61
50025,"Gin",1893,153,89.1,13.4,2.2,27099,3107,2990,11,34,11,0,0,61
50028,"Gin",160,9,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,"Brandy",1143,95,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,"Tequila",1048,78,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,"Whisky",15348,1157,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,"Vodka",6234,613,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,"Distilled Spirits",113,5,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,"Rum",3627,289,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,"Amaretto",43,5,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,"Misc",2531,177,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50028,"Schnapps",1171,108,93,19.3,5.1,37353,1499,1487,0,12,0,0,0,0
50033,"Rum",5410,364,90.5,0,3,28958,41,40,0,1,0,0,0,0
50033,"Gin",500,33,90.5,0,3,28958,41,40,0,1,0,0,0,0
50033,"Brandy",204,12,90.5,0,3,28958,41,40,0,1,0,0,0,0
50033,"Schnapps",710,46,90.5,0,3,28958,41,40,0,1,0,0,0,0
50033,"Whisky",16611,1141,90.5,0,3,28958,41,40,0,1,0,0,0,0
50033,"Misc",2629,107,90.5,0,3,28958,41,40,0,1,0,0,0,0
50033,"Vodka",9622,868,90.5,0,3,28958,41,40,0,1,0,0,0,0
50033,"Tequila",577,22,90.5,0,3,28958,41,40,0,1,0,0,0,0
50035,"Vodka",21081,1943,94.3,35.2,1.3,43527,6562,6422,0,0,82,0,0,58
50035,"Amaretto",135,18,94.3,35.2,1.3,43527,6562,6422,0,0,82,0,0,58
50035,"Brandy",3315,155,94.3,35.2,1.3,43527,6562,6422,0,0,82,0,0,58
50035,"Gin",606,45,94.3,35.2,1.3,43527,6562,6422,0,0,82,0,0,58
50035,"Tequila",2395,128,94.3,35.2,1.3,43527,6562,6422,0,0,82,0,0,58
50035,"Rum",12295,792,94.3,35.2,1.3,43527,6562,6422,0,0,82,0,0,58
50035,"Misc",4296,300,94.3,35.2,1.3,43527,6562,6422,0,0,82,0,0,58
50035,"Schnapps",1964,161,94.3,35.2,1.3,43527,6562,6422,0,0,82,0,0,58
50035,"Distilled Spirits",367,17,94.3,35.2,1.3,43527,6562,6422,0,0,82,0,0,58
50035,"Whisky",36289,2367,94.3,35.2,1.3,43527,6562,6422,0,0,82,0,0,58
50036,"Rum",172642,12360,96,22.5,4.1,31151,16251,15840,272,53,31,0,8,47
50036,"Schnapps",55927,4121,96,22.5,4.1,31151,16251,15840,272,53,31,0,8,47
50036,"Vodka",256142,25128,96,22.5,4.1,31151,16251,15840,272,53,31,0,8,47
50036,"Brandy",26379,2034,96,22.5,4.1,31151,16251,15840,272,53,31,0,8,47
50036,"Whisky",518468,35650,96,22.5,4.1,31151,16251,15840,272,53,31,0,8,47
50036,"Distilled Spirits",7551,484,96,22.5,4.1,31151,16251,15840,272,53,31,0,8,47
50036,"Amaretto",5104,430,96,22.5,4.1,31151,16251,15840,272,53,31,0,8,47
50036,"Tequila",44677,2952,96,22.5,4.1,31151,16251,15840,272,53,31,0,8,47
50036,"Gin",28123,2326,96,22.5,4.1,31151,16251,15840,272,53,31,0,8,47
50036,"Misc",101395,5963,96,22.5,4.1,31151,16251,15840,272,53,31,0,8,47
50044,"Misc",232,10,89.9,8.1,5.3,25139,1088,1087,0,1,0,0,0,0
50044,"Brandy",250,20,89.9,8.1,5.3,25139,1088,1087,0,1,0,0,0,0
50044,"Rum",1666,171,89.9,8.1,5.3,25139,1088,1087,0,1,0,0,0,0
50044,"Schnapps",1466,159,89.9,8.1,5.3,25139,1088,1087,0,1,0,0,0,0
50044,"Tequila",304,17,89.9,8.1,5.3,25139,1088,1087,0,1,0,0,0,0
50044,"Vodka",5986,798,89.9,8.1,5.3,25139,1088,1087,0,1,0,0,0,0
50044,"Gin",14,2,89.9,8.1,5.3,25139,1088,1087,0,1,0,0,0,0
50044,"Whisky",4838,365,89.9,8.1,5.3,25139,1088,1087,0,1,0,0,0,0
50046,"Vodka",5308,543,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10
50046,"Gin",625,66,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10
50046,"Amaretto",10,2,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10
50046,"Rum",4193,340,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10
50046,"Brandy",464,30,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10
50046,"Whisky",10213,731,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10
50046,"Misc",960,78,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10
50046,"Distilled Spirits",305,21,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10
50046,"Schnapps",2220,100,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10
50046,"Tequila",935,75,96.2,36.3,2.6,41118,1401,1381,6,2,2,0,0,10
50047,"Tequila",4864,369,97.2,29.7,2.8,38850,5931,5714,0,24,44,0,0,149
50047,"Brandy",675,62,97.2,29.7,2.8,38850,5931,5714,0,24,44,0,0,149
50047,"Whisky",34215,2173,97.2,29.7,2.8,38850,5931,5714,0,24,44,0,0,149
50047,"Rum",13526,891,97.2,29.7,2.8,38850,5931,5714,0,24,44,0,0,149
50047,"Gin",2201,197,97.2,29.7,2.8,38850,5931,5714,0,24,44,0,0,149
50047,"Amaretto",187,29,97.2,29.7,2.8,38850,5931,5714,0,24,44,0,0,149
50047,"Distilled Spirits",38,1,97.2,29.7,2.8,38850,5931,5714,0,24,44,0,0,149
50047,"Vodka",22028,2085,97.2,29.7,2.8,38850,5931,5714,0,24,44,0,0,149
50047,"Misc",4986,446,97.2,29.7,2.8,38850,5931,5714,0,24,44,0,0,149
50047,"Schnapps",1806,143,97.2,29.7,2.8,38850,5931,5714,0,24,44,0,0,149
50048,"Whisky",10684,660,92.9,11.6,2.7,30705,784,764,0,0,0,0,0,20
50048,"Rum",5208,302,92.9,11.6,2.7,30705,784,764,0,0,0,0,0,20
50048,"Tequila",492,17,92.9,11.6,2.7,30705,784,764,0,0,0,0,0,20
50048,"Schnapps",889,61,92.9,11.6,2.7,30705,784,764,0,0,0,0,0,20
50048,"Brandy",352,19,92.9,11.6,2.7,30705,784,764,0,0,0,0,0,20
50048,"Gin",269,18,92.9,11.6,2.7,30705,784,764,0,0,0,0,0,20
50048,"Misc",1132,46,92.9,11.6,2.7,30705,784,764,0,0,0,0,0,20
50048,"Vodka",6420,555,92.9,11.6,2.7,30705,784,764,0,0,0,0,0,20
50049,"Amaretto",1303,99,91.9,17.5,5.1,28672,6604,6484,7,0,0,0,0,113
50049,"Gin",6138,521,91.9,17.5,5.1,28672,6604,6484,7,0,0,0,0,113
50049,"Whisky",160687,10395,91.9,17.5,5.1,28672,6604,6484,7,0,0,0,0,113
50049,"Distilled Spirits",3021,136,91.9,17.5,5.1,28672,6604,6484,7,0,0,0,0,113
50049,"Rum",48343,3524,91.9,17.5,5.1,28672,6604,6484,7,0,0,0,0,113
50049,"Misc",36050,2168,91.9,17.5,5.1,28672,6604,6484,7,0,0,0,0,113
50049,"Brandy",7262,583,91.9,17.5,5.1,28672,6604,6484,7,0,0,0,0,113
50049,"Tequila",13575,898,91.9,17.5,5.1,28672,6604,6484,7,0,0,0,0,113
50049,"Vodka",75040,6887,91.9,17.5,5.1,28672,6604,6484,7,0,0,0,0,113
50049,"Schnapps",18500,1473,91.9,17.5,5.1,28672,6604,6484,7,0,0,0,0,113
50054,"Vodka",31752,3502,95,18.9,9.6,33107,2908,2766,7,0,9,21,23,82
50054,"Whisky",46633,3568,95,18.9,9.6,33107,2908,2766,7,0,9,21,23,82
50054,"Brandy",3086,240,95,18.9,9.6,33107,2908,2766,7,0,9,21,23,82
50054,"Amaretto",127,19,95,18.9,9.6,33107,2908,2766,7,0,9,21,23,82
50054,"Misc",5135,333,95,18.9,9.6,33107,2908,2766,7,0,9,21,23,82
50054,"Schnapps",2403,205,95,18.9,9.6,33107,2908,2766,7,0,9,21,23,82
50054,"Distilled Spirits",208,9,95,18.9,9.6,33107,2908,2766,7,0,9,21,23,82
50054,"Gin",1282,113,95,18.9,9.6,33107,2908,2766,7,0,9,21,23,82
50054,"Rum",18770,1341,95,18.9,9.6,33107,2908,2766,7,0,9,21,23,82
50054,"Tequila",5962,347,95,18.9,9.6,33107,2908,2766,7,0,9,21,23,82
50056,"Misc",1126,52,93.4,24.4,3.5,32994,1459,1428,0,0,5,0,17,9
50056,"Brandy",207,12,93.4,24.4,3.5,32994,1459,1428,0,0,5,0,17,9
50056,"Vodka",8667,971,93.4,24.4,3.5,32994,1459,1428,0,0,5,0,17,9
50056,"Distilled Spirits",249,9,93.4,24.4,3.5,32994,1459,1428,0,0,5,0,17,9
50056,"Whisky",21491,1498,93.4,24.4,3.5,32994,1459,1428,0,0,5,0,17,9
50056,"Schnapps",813,73,93.4,24.4,3.5,32994,1459,1428,0,0,5,0,17,9
50056,"Amaretto",109,15,93.4,24.4,3.5,32994,1459,1428,0,0,5,0,17,9
50056,"Rum",5456,358,93.4,24.4,3.5,32994,1459,1428,0,0,5,0,17,9
50056,"Gin",143,9,93.4,24.4,3.5,32994,1459,1428,0,0,5,0,17,9
50056,"Tequila",805,35,93.4,24.4,3.5,32994,1459,1428,0,0,5,0,17,9
50058,"Gin",779,67,93.1,19.4,3.1,31714,2107,2084,0,9,0,0,0,14
50058,"Vodka",14163,1496,93.1,19.4,3.1,31714,2107,2084,0,9,0,0,0,14
50058,"Misc",2545,172,93.1,19.4,3.1,31714,2107,2084,0,9,0,0,0,14
50058,"Whisky",25815,1659,93.1,19.4,3.1,31714,2107,2084,0,9,0,0,0,14
50058,"Schnapps",2828,219,93.1,19.4,3.1,31714,2107,2084,0,9,0,0,0,14
50058,"Amaretto",204,29,93.1,19.4,3.1,31714,2107,2084,0,9,0,0,0,14
50058,"Rum",13376,870,93.1,19.4,3.1,31714,2107,2084,0,9,0,0,0,14
50058,"Distilled Spirits",589,28,93.1,19.4,3.1,31714,2107,2084,0,9,0,0,0,14
50058,"Brandy",789,59,93.1,19.4,3.1,31714,2107,2084,0,9,0,0,0,14
50058,"Tequila",1470,64,93.1,19.4,3.1,31714,2107,2084,0,9,0,0,0,14
50060,"Misc",8357,584,89.1,14,3.4,30000,2512,2476,18,12,4,0,0,2
50060,"Rum",11890,885,89.1,14,3.4,30000,2512,2476,18,12,4,0,0,2
50060,"Brandy",1401,135,89.1,14,3.4,30000,2512,2476,18,12,4,0,0,2
50060,"Distilled Spirits",655,34,89.1,14,3.4,30000,2512,2476,18,12,4,0,0,2
50060,"Tequila",2999,210,89.1,14,3.4,30000,2512,2476,18,12,4,0,0,2
50060,"Whisky",42753,2908,89.1,14,3.4,30000,2512,2476,18,12,4,0,0,2
50060,"Schnapps",6162,555,89.1,14,3.4,30000,2512,2476,18,12,4,0,0,2
50060,"Vodka",16445,1588,89.1,14,3.4,30000,2512,2476,18,12,4,0,0,2
50060,"Amaretto",762,52,89.1,14,3.4,30000,2512,2476,18,12,4,0,0,2
50060,"Gin",2583,245,89.1,14,3.4,30000,2512,2476,18,12,4,0,0,2
50061,"Whisky",5356,411,98.5,51.9,1.5,60156,1599,1562,0,0,30,0,0,7
50061,"Vodka",6221,327,98.5,51.9,1.5,60156,1599,1562,0,0,30,0,0,7
50061,"Rum",2131,102,98.5,51.9,1.5,60156,1599,1562,0,0,30,0,0,7
50061,"Distilled Spirits",577,14,98.5,51.9,1.5,60156,1599,1562,0,0,30,0,0,7
50061,"Misc",325,22,98.5,51.9,1.5,60156,1599,1562,0,0,30,0,0,7
50069,"Vodka",20803,2153,92.6,21.8,6,32273,1151,1119,0,0,2,0,0,30
50069,"Tequila",1602,77,92.6,21.8,6,32273,1151,1119,0,0,2,0,0,30
50069,"Gin",719,63,92.6,21.8,6,32273,1151,1119,0,0,2,0,0,30
50069,"Distilled Spirits",982,45,92.6,21.8,6,32273,1151,1119,0,0,2,0,0,30
50069,"Brandy",474,28,92.6,21.8,6,32273,1151,1119,0,0,2,0,0,30
50069,"Schnapps",1373,107,92.6,21.8,6,32273,1151,1119,0,0,2,0,0,30
50069,"Rum",13237,965,92.6,21.8,6,32273,1151,1119,0,0,2,0,0,30
50069,"Whisky",30765,1894,92.6,21.8,6,32273,1151,1119,0,0,2,0,0,30
50069,"Misc",3081,131,92.6,21.8,6,32273,1151,1119,0,0,2,0,0,30
50071,"Gin",85,8,92.3,15.5,5.5,26759,909,871,15,0,0,0,13,10
50071,"Whisky",9896,760,92.3,15.5,5.5,26759,909,871,15,0,0,0,13,10
50071,"Tequila",1166,58,92.3,15.5,5.5,26759,909,871,15,0,0,0,13,10
50071,"Misc",634,36,92.3,15.5,5.5,26759,909,871,15,0,0,0,13,10
50071,"Rum",2401,152,92.3,15.5,5.5,26759,909,871,15,0,0,0,13,10
50071,"Distilled Spirits",159,7,92.3,15.5,5.5,26759,909,871,15,0,0,0,13,10
50071,"Brandy",133,9,92.3,15.5,5.5,26759,909,871,15,0,0,0,13,10
50071,"Vodka",5037,615,92.3,15.5,5.5,26759,909,871,15,0,0,0,13,10
50071,"Amaretto",12,2,92.3,15.5,5.5,26759,909,871,15,0,0,0,13,10
50071,"Schnapps",413,29,92.3,15.5,5.5,26759,909,871,15,0,0,0,13,10
50072,"Misc",1438,71,95.3,28.4,1.7,37917,2468,2374,36,0,45,0,0,13
50072,"Whisky",6909,411,95.3,28.4,1.7,37917,2468,2374,36,0,45,0,0,13
50072,"Amaretto",1,0,95.3,28.4,1.7,37917,2468,2374,36,0,45,0,0,13
50072,"Rum",4242,266,95.3,28.4,1.7,37917,2468,2374,36,0,45,0,0,13
50072,"Brandy",102,5,95.3,28.4,1.7,37917,2468,2374,36,0,45,0,0,13
50072,"Gin",183,10,95.3,28.4,1.7,37917,2468,2374,36,0,45,0,0,13
50072,"Schnapps",239,18,95.3,28.4,1.7,37917,2468,2374,36,0,45,0,0,13
50072,"Tequila",439,23,95.3,28.4,1.7,37917,2468,2374,36,0,45,0,0,13
50072,"Vodka",5622,683,95.3,28.4,1.7,37917,2468,2374,36,0,45,0,0,13
50072,"Distilled Spirits",192,9,95.3,28.4,1.7,37917,2468,2374,36,0,45,0,0,13
50075,"Whisky",22435,1743,89.6,29.7,0.9,31458,851,771,0,0,4,0,68,8
50075,"Vodka",13716,1203,89.6,29.7,0.9,31458,851,771,0,0,4,0,68,8
50075,"Tequila",1125,46,89.6,29.7,0.9,31458,851,771,0,0,4,0,68,8
50075,"Schnapps",1318,115,89.6,29.7,0.9,31458,851,771,0,0,4,0,68,8
50075,"Rum",8377,589,89.6,29.7,0.9,31458,851,771,0,0,4,0,68,8
50075,"Gin",519,38,89.6,29.7,0.9,31458,851,771,0,0,4,0,68,8
50075,"Brandy",1111,85,89.6,29.7,0.9,31458,851,771,0,0,4,0,68,8
50075,"Misc",2087,89,89.6,29.7,0.9,31458,851,771,0,0,4,0,68,8
50076,"Misc",1975,79,89.1,10.1,4.9,27219,1591,1565,11,0,0,0,0,15
50076,"Gin",135,9,89.1,10.1,4.9,27219,1591,1565,11,0,0,0,0,15
50076,"Tequila",597,26,89.1,10.1,4.9,27219,1591,1565,11,0,0,0,0,15
50076,"Amaretto",18,3,89.1,10.1,4.9,27219,1591,1565,11,0,0,0,0,15
50076,"Whisky",13835,1011,89.1,10.1,4.9,27219,1591,1565,11,0,0,0,0,15
50076,"Schnapps",259,22,89.1,10.1,4.9,27219,1591,1565,11,0,0,0,0,15
50076,"Rum",7387,471,89.1,10.1,4.9,27219,1591,1565,11,0,0,0,0,15
50076,"Brandy",148,11,89.1,10.1,4.9,27219,1591,1565,11,0,0,0,0,15
50076,"Vodka",7438,852,89.1,10.1,4.9,27219,1591,1565,11,0,0,0,0,15
50107,"Amaretto",17,3,92.2,12,10.6,26607,1116,1109,0,0,1,0,0,6
50107,"Brandy",209,14,92.2,12,10.6,26607,1116,1109,0,0,1,0,0,6
50107,"Schnapps",573,42,92.2,12,10.6,26607,1116,1109,0,0,1,0,0,6
50107,"Gin",60,5,92.2,12,10.6,26607,1116,1109,0,0,1,0,0,6
50107,"Distilled Spirits",412,18,92.2,12,10.6,26607,1116,1109,0,0,1,0,0,6
50107,"Whisky",10634,725,92.2,12,10.6,26607,1116,1109,0,0,1,0,0,6
50107,"Misc",719,36,92.2,12,10.6,26607,1116,1109,0,0,1,0,0,6
50107,"Rum",2231,154,92.2,12,10.6,26607,1116,1109,0,0,1,0,0,6
50107,"Vodka",4738,514,92.2,12,10.6,26607,1116,1109,0,0,1,0,0,6
50107,"Tequila",503,24,92.2,12,10.6,26607,1116,1109,0,0,1,0,0,6
50109,"Rum",3829,284,95.6,37.6,2,46100,2826,2779,7,1,0,0,35,4
50109,"Whisky",11316,798,95.6,37.6,2,46100,2826,2779,7,1,0,0,35,4
50109,"Vodka",6993,862,95.6,37.6,2,46100,2826,2779,7,1,0,0,35,4
50109,"Brandy",640,62,95.6,37.6,2,46100,2826,2779,7,1,0,0,35,4
