"county","category","sale.dollars","sale.volume","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi"
"Kossuth","Amaretto",6632,761,94.3,19.5,1.8,30793,15226,14818,69,27,87,0,79,146
"Lee","Rum",459113,32823,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"Lee","Whisky",1216591,71385,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"Lee","Tequila",188375,10261,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"Lee","Schnapps",250612,18519,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"Lee","Amaretto",11300,1178,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"Lee","Misc",292287,15142,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"Lee","Distilled Spirits",29232,3111,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"Lee","Vodka",685252,64075,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"Lee","Brandy",86833,5378,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"Lee","Gin",56975,4951,91.8,14.6,7.9,27804,35172,32906,907,48,133,0,185,993
"Linn","Vodka",5817847,503429,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"Linn","Amaretto",82743,7326,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"Linn","Schnapps",1145099,81166,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"Linn","Whisky",7245814,425202,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"Linn","Misc",2266978,148465,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"Linn","Brandy",1144477,52820,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"Linn","Tequila",1519643,87932,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"Linn","Rum",2980222,214655,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"Linn","Distilled Spirits",353111,42013,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"Linn","Gin",655811,47472,94.6,32.2,4.2,34878,218076,195251,10174,416,4667,60,1637,5871
"Louisa","Misc",10850,706,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"Louisa","Brandy",25461,1508,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"Louisa","Tequila",12467,711,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"Louisa","Whisky",83654,5979,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"Louisa","Vodka",34098,3772,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"Louisa","Amaretto",451,56,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"Louisa","Schnapps",7584,663,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"Louisa","Gin",2225,237,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"Louisa","Distilled Spirits",1037,51,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"Louisa","Rum",48179,3171,82.7,13.3,4.3,30488,11251,10414,142,31,379,13,233,39
"Lucas","Whisky",160687,10395,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"Lucas","Misc",36050,2168,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"Lucas","Tequila",13575,898,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"Lucas","Brandy",7262,583,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"Lucas","Rum",48343,3524,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"Lucas","Schnapps",18500,1473,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"Lucas","Distilled Spirits",3021,136,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"Lucas","Vodka",75040,6887,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"Lucas","Amaretto",1303,99,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"Lucas","Gin",6138,521,91.8,16.5,5.1,29072,8700,8498,11,27,0,0,0,164
"Lyon","Misc",44056,2592,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"Lyon","Rum",149521,9718,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"Lyon","Schnapps",47098,3221,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"Lyon","Vodka",97451,9217,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"Lyon","Whisky",284790,20055,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"Lyon","Gin",6308,456,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"Lyon","Brandy",18360,1544,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"Lyon","Amaretto",4526,463,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"Lyon","Distilled Spirits",2368,115,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"Lyon","Tequila",18964,878,90.6,21.3,1.9,32119,11730,11385,6,70,29,8,124,108
"Madison","Whisky",284301,18601,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"Madison","Misc",55644,3536,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"Madison","Vodka",144499,14312,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"Madison","Rum",80602,5765,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"Madison","Tequila",37164,2838,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"Madison","Distilled Spirits",5294,387,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"Madison","Brandy",9486,707,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"Madison","Amaretto",1514,158,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"Madison","Schnapps",19592,1310,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"Madison","Gin",12733,1025,94.4,22.5,4.8,36293,15661,15267,86,5,172,18,29,84
"Mahaska","Tequila",59604,3956,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"Mahaska","Amaretto",7400,785,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"Mahaska","Gin",24086,1991,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"Mahaska","Rum",165343,11938,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"Mahaska","Misc",104862,6317,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"Mahaska","Vodka",267717,25629,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"Mahaska","Whisky",460294,28193,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"Mahaska","Distilled Spirits",14123,1276,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"Mahaska","Brandy",36103,2507,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"Mahaska","Schnapps",60290,4733,91.1,23.9,6.3,30435,22324,21361,334,29,238,0,95,267
"Marion","Amaretto",9864,1063,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"Marion","Tequila",109850,7233,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"Marion","Gin",40409,3339,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"Marion","Misc",171639,10146,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"Marion","Whisky",703511,43319,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"Marion","Distilled Spirits",18040,1103,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"Marion","Vodka",399686,36324,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"Marion","Schnapps",80811,5933,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"Marion","Rum",300248,21691,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"Marion","Brandy",35541,2502,92.9,25.4,3.9,30916,33197,31849,210,94,356,0,185,503
"Marshall","Brandy",138997,6902,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"Marshall","Whisky",1088565,67636,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"Marshall","Schnapps",110742,8819,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"Marshall","Tequila",194806,9185,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"Marshall","Vodka",602284,56237,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"Marshall","Amaretto",9629,994,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"Marshall","Rum",353266,25722,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"Marshall","Distilled Spirits",21266,1977,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"Marshall","Gin",75245,6072,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"Marshall","Misc",256019,15562,84.7,19.5,5.9,30035,40735,34008,511,97,1258,15,3779,1067
"Mills","Misc",33825,1999,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"Mills","Whisky",191537,13004,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"Mills","Gin",10007,864,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"Mills","Rum",65762,4558,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"Mills","Brandy",5652,438,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"Mills","Tequila",17035,1135,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"Mills","Vodka",98196,9867,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"Mills","Distilled Spirits",1860,80,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"Mills","Amaretto",881,105,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"Mills","Schnapps",16395,1392,93.3,23.9,3.9,35694,14841,14460,111,121,22,0,9,118
"Mitchell","Gin",5898,568,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"Mitchell","Vodka",85902,9601,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"Mitchell","Whisky",145240,10670,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"Mitchell","Tequila",19926,1224,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"Mitchell","Amaretto",2406,345,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"Mitchell","Rum",68278,4871,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"Mitchell","Brandy",10493,982,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"Mitchell","Misc",32458,2053,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"Mitchell","Distilled Spirits",870,41,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"Mitchell","Schnapps",36589,2947,91.2,15.7,3.6,30757,10757,10528,9,26,40,0,6,148
"Monona","Vodka",94825,9839,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"Monona","Tequila",24847,1462,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"Monona","Whisky",206241,13328,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"Monona","Amaretto",3581,360,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"Monona","Rum",90078,6300,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"Monona","Brandy",11059,903,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"Monona","Misc",38923,2548,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"Monona","Distilled Spirits",3281,157,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"Monona","Gin",6230,594,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"Monona","Schnapps",36669,2560,90.5,16.6,4.1,26740,9013,8741,50,110,10,0,12,90
"Monroe","Rum",43068,2887,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"Monroe","Brandy",6230,456,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"Monroe","Misc",27582,1661,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"Monroe","Vodka",54127,5225,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"Monroe","Whisky",131199,8999,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"Monroe","Tequila",11245,736,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"Monroe","Gin",4323,372,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"Monroe","Amaretto",1542,176,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"Monroe","Schnapps",14613,1092,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"Monroe","Distilled Spirits",1882,92,88.1,15.4,5.9,31789,7964,7749,6,0,18,0,146,45
"Montgomery","Whisky",261110,17185,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"Montgomery","Rum",68305,4989,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"Montgomery","Tequila",28010,1693,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"Montgomery","Schnapps",26506,2391,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"Montgomery","Gin",15922,1366,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"Montgomery","Misc",58760,3448,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"Montgomery","Vodka",111596,11295,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"Montgomery","Brandy",12463,1081,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"Montgomery","Amaretto",1459,144,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"Montgomery","Distilled Spirits",5795,293,89.1,15.5,8.4,26750,10380,9913,0,24,0,0,167,276
"Muscatine","Brandy",73492,4772,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"Muscatine","Rum",455558,32482,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"Muscatine","Schnapps",142243,10822,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"Muscatine","Tequila",185165,10835,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"Muscatine","Whisky",982208,59121,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"Muscatine","Amaretto",11605,1196,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"Muscatine","Distilled Spirits",16352,792,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"Muscatine","Misc",286559,17109,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"Muscatine","Vodka",647330,61848,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"Muscatine","Gin",67137,5514,86.9,20.5,4.5,31151,42949,39253,745,66,474,12,1186,1213
"Osceola","Rum",29588,1916,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"Osceola","Whisky",110545,8338,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"Osceola","Vodka",34161,3852,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"Osceola","Misc",17315,1022,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"Osceola","Brandy",5382,460,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"Osceola","Gin",6435,661,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"Osceola","Amaretto",828,116,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"Osceola","Schnapps",19220,1369,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"Osceola","Distilled Spirits",462,33,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"Osceola","Tequila",9387,473,87.6,16.6,2.7,26997,6154,5871,25,11,25,6,155,61
"Page","Misc",118591,7081,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"Page","Gin",21630,1909,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"Page","Vodka",189230,18018,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"Page","Amaretto",4297,433,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"Page","Rum",164652,11592,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"Page","Brandy",12917,1006,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"Page","Schnapps",43172,3298,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"Page","Tequila",79100,5499,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"Page","Whisky",505394,30826,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"Page","Distilled Spirits",6413,399,88.4,21.9,4.3,29172,15552,14668,379,55,180,0,44,226
"Palo Alto","Distilled Spirits",3919,323,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"Palo Alto","Brandy",18435,1617,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"Palo Alto","Misc",54142,3006,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"Palo Alto","Tequila",22718,1342,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"Palo Alto","Schnapps",37374,2996,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"Palo Alto","Gin",11088,939,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"Palo Alto","Vodka",117092,12162,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"Palo Alto","Whisky",346161,27823,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"Palo Alto","Rum",120740,8641,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"Palo Alto","Amaretto",2996,418,93.6,22.1,2,29352,9155,8833,166,12,46,0,16,82
"Plymouth","Brandy",40659,3505,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"Plymouth","Rum",254808,17370,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"Plymouth","Whisky",615048,42091,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"Plymouth","Distilled Spirits",5904,304,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"Plymouth","Gin",27107,2090,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"Plymouth","Tequila",79596,5499,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"Plymouth","Vodka",268578,24143,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"Plymouth","Misc",133600,7423,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"Plymouth","Schnapps",90247,6991,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"Plymouth","Amaretto",4931,510,92.1,19.5,3.6,34581,24972,23828,122,46,142,58,505,271
"Pocahontas","Misc",20774,1245,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Gin",7326,813,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Rum",60112,4487,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Whisky",137378,11377,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Tequila",8547,522,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Amaretto",1703,239,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Distilled Spirits",1217,57,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Brandy",6018,499,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Vodka",69946,8537,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Pocahontas","Schnapps",16076,1342,93.2,16.9,4.8,30786,7061,6778,103,6,16,10,49,99
"Polk","Brandy",2661985,114798,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Vodka",16434338,1288859,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Amaretto",211535,17655,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Rum",6905429,487875,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Whisky",20496221,1084197,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Distilled Spirits",265531,20152,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Tequila",4764464,276985,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Misc",5464019,302997,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Schnapps",1859058,132832,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Polk","Gin",1997056,137088,91.7,35.6,5.2,35121,459159,390415,29390,1277,18813,366,6735,12163
"Pottawattamie","Rum",1333010,94084,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Schnapps",489324,32581,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Vodka",1952363,174938,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Brandy",211829,12081,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Gin",209504,15392,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Tequila",680931,36452,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Distilled Spirits",65922,6113,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Whisky",3366132,191260,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Misc",1008737,57186,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Pottawattamie","Amaretto",48313,4665,90,20.7,4.9,31657,93198,87907,1352,304,636,5,1240,1754
"Poweshiek","Brandy",32554,2520,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Schnapps",63570,4699,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Rum",182193,12971,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Amaretto",5463,551,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Misc",106197,5916,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Whisky",547662,34216,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Vodka",269660,25468,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Tequila",64016,4019,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Distilled Spirits",5441,279,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Poweshiek","Gin",34843,2742,93.4,22.9,4.3,24258,18622,17632,333,17,373,5,35,227
"Ringgold","Vodka",24291,2493,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Brandy",2324,220,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Whisky",64896,4424,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Gin",2131,203,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Tequila",5716,418,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Amaretto",1355,152,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Misc",15809,1116,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Distilled Spirits",798,42,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Schnapps",9758,822,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Ringgold","Rum",12194,920,90.8,19.3,5.3,27585,5054,4911,11,20,21,0,57,34
"Sac","Rum",95358,6530,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Distilled Spirits",3109,307,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Vodka",93974,9762,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Tequila",23763,1370,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Whisky",233914,18749,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Misc",32237,1997,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Amaretto",3312,468,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Gin",8402,686,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Brandy",9753,865,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Sac","Schnapps",24668,2021,91.7,19.3,3.9,30292,10034,9800,60,0,0,4,52,118
"Scott","Rum",2260380,162336,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Amaretto",80034,7766,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Tequila",1549269,85234,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Schnapps",913441,63073,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Misc",1787323,100069,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Vodka",4988165,409536,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Gin",673412,48838,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Distilled Spirits",86921,6882,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Whisky",5934418,322709,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Scott","Brandy",1030088,46655,93,31.9,4.9,32582,171116,146989,13254,503,4126,17,1858,4369
"Shelby","Amaretto",2298,274,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Tequila",39204,2576,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Misc",58511,3392,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Vodka",130789,12612,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Whisky",317777,21005,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Rum",133176,9941,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Gin",10047,656,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Schnapps",36161,2632,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Brandy",11257,874,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Shelby","Distilled Spirits",2589,121,91.3,21.1,3.3,28962,11944,11484,49,16,37,0,211,147
"Sioux","Amaretto",8377,757,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385
"Sioux","Schnapps",75755,5529,89.9,26.9,1.8,28100,34621,32150,146,81,246,4,1609,385
