"city","category","sale.dollars","sale.volume","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi"
"Keosauqua","Gin",2684,134,95,19.3,6.3,33229,1029,1007,13,0,0,0,0,9
"Keosauqua","Schnapps",13483,994,95,19.3,6.3,33229,1029,1007,13,0,0,0,0,9
"Keosauqua","Whisky",68322,4191,95,19.3,6.3,33229,1029,1007,13,0,0,0,0,9
"Keosauqua","Rum",25084,1859,95,19.3,6.3,33229,1029,1007,13,0,0,0,0,9
"Keosauqua","Amaretto",349,46,95,19.3,6.3,33229,1029,1007,13,0,0,0,0,9
"Keosauqua","Tequila",4858,293,95,19.3,6.3,33229,1029,1007,13,0,0,0,0,9
"Keosauqua","Brandy",1722,151,95,19.3,6.3,33229,1029,1007,13,0,0,0,0,9
"Keosauqua","Vodka",30294,2819,95,19.3,6.3,33229,1029,1007,13,0,0,0,0,9
"Keosauqua","Misc",8634,495,95,19.3,6.3,33229,1029,1007,13,0,0,0,0,9
"Keota","Schnapps",1197,132,90.6,14.7,10.8,24779,932,897,0,0,17,0,0,18
"Keota","Amaretto",33,5,90.6,14.7,10.8,24779,932,897,0,0,17,0,0,18
"Keota","Tequila",354,41,90.6,14.7,10.8,24779,932,897,0,0,17,0,0,18
"Keota","Vodka",6582,894,90.6,14.7,10.8,24779,932,897,0,0,17,0,0,18
"Keota","Misc",1313,60,90.6,14.7,10.8,24779,932,897,0,0,17,0,0,18
"Keota","Brandy",355,29,90.6,14.7,10.8,24779,932,897,0,0,17,0,0,18
"Keota","Gin",567,55,90.6,14.7,10.8,24779,932,897,0,0,17,0,0,18
"Keota","Rum",3550,242,90.6,14.7,10.8,24779,932,897,0,0,17,0,0,18
"Keota","Whisky",7549,608,90.6,14.7,10.8,24779,932,897,0,0,17,0,0,18
"Kingsley","Rum",8063,590,95.4,20.8,3.7,34118,1436,1411,9,0,0,0,0,16
"Kingsley","Vodka",12768,1476,95.4,20.8,3.7,34118,1436,1411,9,0,0,0,0,16
"Kingsley","Brandy",4600,435,95.4,20.8,3.7,34118,1436,1411,9,0,0,0,0,16
"Kingsley","Tequila",2284,154,95.4,20.8,3.7,34118,1436,1411,9,0,0,0,0,16
"Kingsley","Gin",508,50,95.4,20.8,3.7,34118,1436,1411,9,0,0,0,0,16
"Kingsley","Whisky",26934,1783,95.4,20.8,3.7,34118,1436,1411,9,0,0,0,0,16
"Kingsley","Misc",4163,288,95.4,20.8,3.7,34118,1436,1411,9,0,0,0,0,16
"Kingsley","Distilled Spirits",194,9,95.4,20.8,3.7,34118,1436,1411,9,0,0,0,0,16
"Kingsley","Amaretto",137,18,95.4,20.8,3.7,34118,1436,1411,9,0,0,0,0,16
"Kingsley","Schnapps",5504,446,95.4,20.8,3.7,34118,1436,1411,9,0,0,0,0,16
"Knoxville","Gin",15323,1243,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136
"Knoxville","Whisky",301763,19600,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136
"Knoxville","Schnapps",32721,2458,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136
"Knoxville","Misc",70690,4259,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136
"Knoxville","Rum",132463,9764,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136
"Knoxville","Tequila",39944,2455,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136
"Knoxville","Vodka",171504,16418,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136
"Knoxville","Distilled Spirits",11202,794,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136
"Knoxville","Brandy",17357,1275,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136
"Knoxville","Amaretto",3663,401,92,15.9,6.3,26362,7236,6947,38,48,45,0,22,136
"La Porte City","Vodka",22827,2262,94.1,19.7,2.4,33125,2403,2380,0,5,9,0,0,9
"La Porte City","Misc",9426,482,94.1,19.7,2.4,33125,2403,2380,0,5,9,0,0,9
"La Porte City","Gin",1556,126,94.1,19.7,2.4,33125,2403,2380,0,5,9,0,0,9
"La Porte City","Brandy",2801,256,94.1,19.7,2.4,33125,2403,2380,0,5,9,0,0,9
"La Porte City","Amaretto",986,84,94.1,19.7,2.4,33125,2403,2380,0,5,9,0,0,9
"La Porte City","Rum",16576,1217,94.1,19.7,2.4,33125,2403,2380,0,5,9,0,0,9
"La Porte City","Schnapps",10959,912,94.1,19.7,2.4,33125,2403,2380,0,5,9,0,0,9
"La Porte City","Whisky",53238,3714,94.1,19.7,2.4,33125,2403,2380,0,5,9,0,0,9
"La Porte City","Tequila",4470,254,94.1,19.7,2.4,33125,2403,2380,0,5,9,0,0,9
"La Porte City","Distilled Spirits",417,20,94.1,19.7,2.4,33125,2403,2380,0,5,9,0,0,9
"Lake City","Whisky",52981,4392,87.6,21.2,4.8,23203,1759,1699,27,0,12,0,0,21
"Lake City","Rum",20528,1452,87.6,21.2,4.8,23203,1759,1699,27,0,12,0,0,21
"Lake City","Distilled Spirits",272,13,87.6,21.2,4.8,23203,1759,1699,27,0,12,0,0,21
"Lake City","Tequila",3277,178,87.6,21.2,4.8,23203,1759,1699,27,0,12,0,0,21
"Lake City","Amaretto",617,93,87.6,21.2,4.8,23203,1759,1699,27,0,12,0,0,21
"Lake City","Misc",7639,462,87.6,21.2,4.8,23203,1759,1699,27,0,12,0,0,21
"Lake City","Schnapps",4505,347,87.6,21.2,4.8,23203,1759,1699,27,0,12,0,0,21
"Lake City","Gin",3402,349,87.6,21.2,4.8,23203,1759,1699,27,0,12,0,0,21
"Lake City","Brandy",2605,239,87.6,21.2,4.8,23203,1759,1699,27,0,12,0,0,21
"Lake City","Vodka",19281,2218,87.6,21.2,4.8,23203,1759,1699,27,0,12,0,0,21
"Lake Mills","Rum",18214,1272,90.8,22.8,5.8,30745,2027,1930,0,69,0,0,7,21
"Lake Mills","Brandy",5943,509,90.8,22.8,5.8,30745,2027,1930,0,69,0,0,7,21
"Lake Mills","Distilled Spirits",369,18,90.8,22.8,5.8,30745,2027,1930,0,69,0,0,7,21
"Lake Mills","Amaretto",395,41,90.8,22.8,5.8,30745,2027,1930,0,69,0,0,7,21
"Lake Mills","Whisky",37516,2621,90.8,22.8,5.8,30745,2027,1930,0,69,0,0,7,21
"Lake Mills","Misc",9959,617,90.8,22.8,5.8,30745,2027,1930,0,69,0,0,7,21
"Lake Mills","Vodka",25122,2861,90.8,22.8,5.8,30745,2027,1930,0,69,0,0,7,21
"Lake Mills","Tequila",5887,336,90.8,22.8,5.8,30745,2027,1930,0,69,0,0,7,21
"Lake Mills","Schnapps",6767,504,90.8,22.8,5.8,30745,2027,1930,0,69,0,0,7,21
"Lake Mills","Gin",1458,128,90.8,22.8,5.8,30745,2027,1930,0,69,0,0,7,21
"Lake Park","Tequila",792,63,94.6,18.8,6.5,30260,1171,1158,0,0,2,0,1,10
"Lake Park","Gin",367,47,94.6,18.8,6.5,30260,1171,1158,0,0,2,0,1,10
"Lake Park","Vodka",6635,808,94.6,18.8,6.5,30260,1171,1158,0,0,2,0,1,10
"Lake Park","Brandy",449,42,94.6,18.8,6.5,30260,1171,1158,0,0,2,0,1,10
"Lake Park","Schnapps",767,60,94.6,18.8,6.5,30260,1171,1158,0,0,2,0,1,10
"Lake Park","Rum",5660,377,94.6,18.8,6.5,30260,1171,1158,0,0,2,0,1,10
"Lake Park","Misc",2806,142,94.6,18.8,6.5,30260,1171,1158,0,0,2,0,1,10
"Lake Park","Whisky",13013,1080,94.6,18.8,6.5,30260,1171,1158,0,0,2,0,1,10
"Lake Park","Amaretto",23,4,94.6,18.8,6.5,30260,1171,1158,0,0,2,0,1,10
"Lake Park","Distilled Spirits",124,5,94.6,18.8,6.5,30260,1171,1158,0,0,2,0,1,10
"Lake View","Whisky",79046,6098,90.7,19.9,6.7,31776,1002,990,8,0,0,0,4,0
"Lake View","Misc",11550,684,90.7,19.9,6.7,31776,1002,990,8,0,0,0,4,0
"Lake View","Amaretto",778,100,90.7,19.9,6.7,31776,1002,990,8,0,0,0,4,0
"Lake View","Brandy",2287,178,90.7,19.9,6.7,31776,1002,990,8,0,0,0,4,0
"Lake View","Schnapps",9756,717,90.7,19.9,6.7,31776,1002,990,8,0,0,0,4,0
"Lake View","Gin",3022,222,90.7,19.9,6.7,31776,1002,990,8,0,0,0,4,0
"Lake View","Vodka",33671,3369,90.7,19.9,6.7,31776,1002,990,8,0,0,0,4,0
"Lake View","Rum",38873,2592,90.7,19.9,6.7,31776,1002,990,8,0,0,0,4,0
"Lake View","Distilled Spirits",389,22,90.7,19.9,6.7,31776,1002,990,8,0,0,0,4,0
"Lake View","Tequila",4790,272,90.7,19.9,6.7,31776,1002,990,8,0,0,0,4,0
"Lamoni","Tequila",2640,99,87.8,32.9,6,9158,2616,2309,162,34,6,14,20,71
"Lamoni","Whisky",22602,1318,87.8,32.9,6,9158,2616,2309,162,34,6,14,20,71
"Lamoni","Gin",1465,105,87.8,32.9,6,9158,2616,2309,162,34,6,14,20,71
"Lamoni","Amaretto",62,5,87.8,32.9,6,9158,2616,2309,162,34,6,14,20,71
"Lamoni","Vodka",22221,2041,87.8,32.9,6,9158,2616,2309,162,34,6,14,20,71
"Lamoni","Schnapps",2753,219,87.8,32.9,6,9158,2616,2309,162,34,6,14,20,71
"Lamoni","Rum",12618,781,87.8,32.9,6,9158,2616,2309,162,34,6,14,20,71
"Lamoni","Brandy",2593,131,87.8,32.9,6,9158,2616,2309,162,34,6,14,20,71
"Lamoni","Misc",4124,165,87.8,32.9,6,9158,2616,2309,162,34,6,14,20,71
"Lamoni","Distilled Spirits",113,4,87.8,32.9,6,9158,2616,2309,162,34,6,14,20,71
"Lansing","Amaretto",317,32,96.8,15.7,6.7,27574,833,816,2,3,8,0,0,4
"Lansing","Rum",16244,1310,96.8,15.7,6.7,27574,833,816,2,3,8,0,0,4
"Lansing","Tequila",2846,192,96.8,15.7,6.7,27574,833,816,2,3,8,0,0,4
"Lansing","Whisky",37996,3106,96.8,15.7,6.7,27574,833,816,2,3,8,0,0,4
"Lansing","Vodka",24780,2606,96.8,15.7,6.7,27574,833,816,2,3,8,0,0,4
"Lansing","Distilled Spirits",288,14,96.8,15.7,6.7,27574,833,816,2,3,8,0,0,4
"Lansing","Schnapps",7365,654,96.8,15.7,6.7,27574,833,816,2,3,8,0,0,4
"Lansing","Brandy",5765,521,96.8,15.7,6.7,27574,833,816,2,3,8,0,0,4
"Lansing","Misc",7584,528,96.8,15.7,6.7,27574,833,816,2,3,8,0,0,4
"Lansing","Gin",1744,142,96.8,15.7,6.7,27574,833,816,2,3,8,0,0,4
"Larchwood","Whisky",84945,5378,90.8,23.4,5.2,32366,865,845,0,15,2,0,0,3
"Larchwood","Amaretto",1109,116,90.8,23.4,5.2,32366,865,845,0,15,2,0,0,3
"Larchwood","Distilled Spirits",452,21,90.8,23.4,5.2,32366,865,845,0,15,2,0,0,3
"Larchwood","Schnapps",11214,664,90.8,23.4,5.2,32366,865,845,0,15,2,0,0,3
"Larchwood","Tequila",8285,312,90.8,23.4,5.2,32366,865,845,0,15,2,0,0,3
"Larchwood","Misc",11291,549,90.8,23.4,5.2,32366,865,845,0,15,2,0,0,3
"Larchwood","Rum",44540,2845,90.8,23.4,5.2,32366,865,845,0,15,2,0,0,3
"Larchwood","Vodka",43351,3511,90.8,23.4,5.2,32366,865,845,0,15,2,0,0,3
"Larchwood","Gin",3833,244,90.8,23.4,5.2,32366,865,845,0,15,2,0,0,3
"Larchwood","Brandy",6985,491,90.8,23.4,5.2,32366,865,845,0,15,2,0,0,3
"Latimer","Brandy",494,44,81.3,13.1,5.8,26146,499,431,29,3,14,0,17,5
"Latimer","Gin",156,7,81.3,13.1,5.8,26146,499,431,29,3,14,0,17,5
"Latimer","Distilled Spirits",18,1,81.3,13.1,5.8,26146,499,431,29,3,14,0,17,5
"Latimer","Amaretto",17,3,81.3,13.1,5.8,26146,499,431,29,3,14,0,17,5
"Latimer","Tequila",175,8,81.3,13.1,5.8,26146,499,431,29,3,14,0,17,5
"Latimer","Schnapps",394,22,81.3,13.1,5.8,26146,499,431,29,3,14,0,17,5
"Latimer","Misc",380,14,81.3,13.1,5.8,26146,499,431,29,3,14,0,17,5
"Latimer","Whisky",3785,301,81.3,13.1,5.8,26146,499,431,29,3,14,0,17,5
"Latimer","Vodka",1769,192,81.3,13.1,5.8,26146,499,431,29,3,14,0,17,5
"Latimer","Rum",1097,83,81.3,13.1,5.8,26146,499,431,29,3,14,0,17,5
"Laurens","Whisky",46205,3694,92,15.3,2.6,31726,1272,1155,54,6,16,0,19,22
"Laurens","Amaretto",355,61,92,15.3,2.6,31726,1272,1155,54,6,16,0,19,22
"Laurens","Gin",2000,218,92,15.3,2.6,31726,1272,1155,54,6,16,0,19,22
"Laurens","Rum",20100,1474,92,15.3,2.6,31726,1272,1155,54,6,16,0,19,22
"Laurens","Misc",7106,484,92,15.3,2.6,31726,1272,1155,54,6,16,0,19,22
"Laurens","Brandy",2391,194,92,15.3,2.6,31726,1272,1155,54,6,16,0,19,22
"Laurens","Schnapps",5900,544,92,15.3,2.6,31726,1272,1155,54,6,16,0,19,22
"Laurens","Distilled Spirits",521,24,92,15.3,2.6,31726,1272,1155,54,6,16,0,19,22
"Laurens","Tequila",3585,224,92,15.3,2.6,31726,1272,1155,54,6,16,0,19,22
"Laurens","Vodka",28058,3616,92,15.3,2.6,31726,1272,1155,54,6,16,0,19,22
"Lawler","Schnapps",7115,516,89.8,15.5,2.8,27328,324,324,0,0,0,0,0,0
"Lawler","Whisky",24645,1711,89.8,15.5,2.8,27328,324,324,0,0,0,0,0,0
"Lawler","Amaretto",325,32,89.8,15.5,2.8,27328,324,324,0,0,0,0,0,0
"Lawler","Rum",15259,906,89.8,15.5,2.8,27328,324,324,0,0,0,0,0,0
"Lawler","Brandy",1233,98,89.8,15.5,2.8,27328,324,324,0,0,0,0,0,0
"Lawler","Tequila",2613,93,89.8,15.5,2.8,27328,324,324,0,0,0,0,0,0
"Lawler","Misc",6880,303,89.8,15.5,2.8,27328,324,324,0,0,0,0,0,0
"Lawler","Gin",666,51,89.8,15.5,2.8,27328,324,324,0,0,0,0,0,0
"Lawler","Vodka",10360,847,89.8,15.5,2.8,27328,324,324,0,0,0,0,0,0
"Le Claire","Vodka",137181,8500,97.9,41.4,6.5,45493,3931,3653,93,7,0,0,23,155
"Le Claire","Distilled Spirits",2683,86,97.9,41.4,6.5,45493,3931,3653,93,7,0,0,23,155
"Le Claire","Misc",55663,2618,97.9,41.4,6.5,45493,3931,3653,93,7,0,0,23,155
"Le Claire","Whisky",206315,7729,97.9,41.4,6.5,45493,3931,3653,93,7,0,0,23,155
"Le Claire","Tequila",10664,809,97.9,41.4,6.5,45493,3931,3653,93,7,0,0,23,155
"Le Claire","Gin",29821,1187,97.9,41.4,6.5,45493,3931,3653,93,7,0,0,23,155
"Le Claire","Amaretto",773,81,97.9,41.4,6.5,45493,3931,3653,93,7,0,0,23,155
"Le Claire","Schnapps",21938,1105,97.9,41.4,6.5,45493,3931,3653,93,7,0,0,23,155
"Le Claire","Rum",26613,2006,97.9,41.4,6.5,45493,3931,3653,93,7,0,0,23,155
"Le Claire","Brandy",3877,269,97.9,41.4,6.5,45493,3931,3653,93,7,0,0,23,155
"Le Grand","Whisky",27284,1929,95.7,16,2.6,31467,995,926,14,0,6,0,13,36
"Le Grand","Gin",612,47,95.7,16,2.6,31467,995,926,14,0,6,0,13,36
"Le Grand","Misc",4640,286,95.7,16,2.6,31467,995,926,14,0,6,0,13,36
"Le Grand","Vodka",13200,1414,95.7,16,2.6,31467,995,926,14,0,6,0,13,36
"Le Grand","Rum",7548,551,95.7,16,2.6,31467,995,926,14,0,6,0,13,36
"Le Grand","Distilled Spirits",606,29,95.7,16,2.6,31467,995,926,14,0,6,0,13,36
"Le Grand","Tequila",2052,95,95.7,16,2.6,31467,995,926,14,0,6,0,13,36
"Le Grand","Amaretto",243,30,95.7,16,2.6,31467,995,926,14,0,6,0,13,36
"Le Grand","Schnapps",3603,407,95.7,16,2.6,31467,995,926,14,0,6,0,13,36
"Le Grand","Brandy",1516,94,95.7,16,2.6,31467,995,926,14,0,6,0,13,36
"Le Mars","Schnapps",74943,5811,90.6,18.7,3.8,36924,9826,9066,87,44,69,42,320,198
"Le Mars","Misc",119371,6620,90.6,18.7,3.8,36924,9826,9066,87,44,69,42,320,198
"Le Mars","Gin",24907,1891,90.6,18.7,3.8,36924,9826,9066,87,44,69,42,320,198
"Le Mars","Whisky",519089,35579,90.6,18.7,3.8,36924,9826,9066,87,44,69,42,320,198
"Le Mars","Tequila",74429,5181,90.6,18.7,3.8,36924,9826,9066,87,44,69,42,320,198
"Le Mars","Amaretto",4279,411,90.6,18.7,3.8,36924,9826,9066,87,44,69,42,320,198
"Le Mars","Rum",218329,15011,90.6,18.7,3.8,36924,9826,9066,87,44,69,42,320,198
"Le Mars","Brandy",30911,2628,90.6,18.7,3.8,36924,9826,9066,87,44,69,42,320,198
"Le Mars","Vodka",226007,19487,90.6,18.7,3.8,36924,9826,9066,87,44,69,42,320,198
"Le Mars","Distilled Spirits",5500,286,90.6,18.7,3.8,36924,9826,9066,87,44,69,42,320,198
"Lenox","Vodka",9581,1264,83.1,9.3,4.8,24837,1424,1275,0,11,18,0,120,0
"Lenox","Schnapps",1855,166,83.1,9.3,4.8,24837,1424,1275,0,11,18,0,120,0
"Lenox","Tequila",4353,240,83.1,9.3,4.8,24837,1424,1275,0,11,18,0,120,0
"Lenox","Amaretto",509,33,83.1,9.3,4.8,24837,1424,1275,0,11,18,0,120,0
"Lenox","Distilled Spirits",7,1,83.1,9.3,4.8,24837,1424,1275,0,11,18,0,120,0
"Lenox","Misc",3398,220,83.1,9.3,4.8,24837,1424,1275,0,11,18,0,120,0
"Lenox","Gin",631,56,83.1,9.3,4.8,24837,1424,1275,0,11,18,0,120,0
"Lenox","Whisky",19996,1258,83.1,9.3,4.8,24837,1424,1275,0,11,18,0,120,0
"Lenox","Brandy",1185,107,83.1,9.3,4.8,24837,1424,1275,0,11,18,0,120,0
"Lenox","Rum",3740,249,83.1,9.3,4.8,24837,1424,1275,0,11,18,0,120,0
"Leon","Gin",951,84,85.1,13.9,7,22734,1995,1962,1,0,18,0,0,14
"Leon","Brandy",1308,118,85.1,13.9,7,22734,1995,1962,1,0,18,0,0,14
"Leon","Misc",6647,331,85.1,13.9,7,22734,1995,1962,1,0,18,0,0,14
"Leon","Distilled Spirits",378,16,85.1,13.9,7,22734,1995,1962,1,0,18,0,0,14
"Leon","Schnapps",8317,614,85.1,13.9,7,22734,1995,1962,1,0,18,0,0,14
"Leon","Amaretto",646,50,85.1,13.9,7,22734,1995,1962,1,0,18,0,0,14
"Leon","Vodka",15536,1744,85.1,13.9,7,22734,1995,1962,1,0,18,0,0,14
"Leon","Whisky",48149,2909,85.1,13.9,7,22734,1995,1962,1,0,18,0,0,14
"Leon","Tequila",3033,218,85.1,13.9,7,22734,1995,1962,1,0,18,0,0,14
"Leon","Rum",9223,694,85.1,13.9,7,22734,1995,1962,1,0,18,0,0,14
"Lisbon","Whisky",31123,2143,93.8,26.2,4.1,36716,1908,1827,31,18,0,0,13,19
"Lisbon","Vodka",18949,1809,93.8,26.2,4.1,36716,1908,1827,31,18,0,0,13,19
"Lisbon","Brandy",918,84,93.8,26.2,4.1,36716,1908,1827,31,18,0,0,13,19
"Lisbon","Amaretto",156,13,93.8,26.2,4.1,36716,1908,1827,31,18,0,0,13,19
"Lisbon","Rum",9500,664,93.8,26.2,4.1,36716,1908,1827,31,18,0,0,13,19
"Lisbon","Distilled Spirits",538,25,93.8,26.2,4.1,36716,1908,1827,31,18,0,0,13,19
"Lisbon","Tequila",2885,212,93.8,26.2,4.1,36716,1908,1827,31,18,0,0,13,19
"Lisbon","Schnapps",3027,208,93.8,26.2,4.1,36716,1908,1827,31,18,0,0,13,19
"Lisbon","Misc",6161,513,93.8,26.2,4.1,36716,1908,1827,31,18,0,0,13,19
"Lisbon","Gin",3253,349,93.8,26.2,4.1,36716,1908,1827,31,18,0,0,13,19
"Logan","Whisky",28815,2174,88.2,21.5,1.5,36786,1540,1485,7,7,0,7,0,34
"Logan","Brandy",1290,112,88.2,21.5,1.5,36786,1540,1485,7,7,0,7,0,34
"Logan","Vodka",12942,1486,88.2,21.5,1.5,36786,1540,1485,7,7,0,7,0,34
"Logan","Distilled Spirits",38,1,88.2,21.5,1.5,36786,1540,1485,7,7,0,7,0,34
"Logan","Gin",792,67,88.2,21.5,1.5,36786,1540,1485,7,7,0,7,0,34
"Logan","Tequila",2329,185,88.2,21.5,1.5,36786,1540,1485,7,7,0,7,0,34
"Logan","Misc",4016,314,88.2,21.5,1.5,36786,1540,1485,7,7,0,7,0,34
"Logan","Schnapps",4417,484,88.2,21.5,1.5,36786,1540,1485,7,7,0,7,0,34
"Logan","Amaretto",80,13,88.2,21.5,1.5,36786,1540,1485,7,7,0,7,0,34
"Logan","Rum",12010,881,88.2,21.5,1.5,36786,1540,1485,7,7,0,7,0,34
"Lohrville","Vodka",602,52,91.1,21.9,6.5,29167,384,378,0,3,1,0,1,1
"Lohrville","Rum",680,37,91.1,21.9,6.5,29167,384,378,0,3,1,0,1,1
"Lohrville","Schnapps",203,17,91.1,21.9,6.5,29167,384,378,0,3,1,0,1,1
"Lohrville","Tequila",127,4,91.1,21.9,6.5,29167,384,378,0,3,1,0,1,1
"Lohrville","Brandy",94,2,91.1,21.9,6.5,29167,384,378,0,3,1,0,1,1
"Lohrville","Whisky",1496,100,91.1,21.9,6.5,29167,384,378,0,3,1,0,1,1
"Lohrville","Gin",31,3,91.1,21.9,6.5,29167,384,378,0,3,1,0,1,1
"Lohrville","Misc",294,11,91.1,21.9,6.5,29167,384,378,0,3,1,0,1,1
"Lost Nation","Misc",505,31,84.3,14.2,1.9,29583,493,487,0,0,0,0,3,3
"Lost Nation","Brandy",641,44,84.3,14.2,1.9,29583,493,487,0,0,0,0,3,3
"Lost Nation","Tequila",212,12,84.3,14.2,1.9,29583,493,487,0,0,0,0,3,3
"Lost Nation","Schnapps",906,70,84.3,14.2,1.9,29583,493,487,0,0,0,0,3,3
"Lost Nation","Whisky",6745,432,84.3,14.2,1.9,29583,493,487,0,0,0,0,3,3
"Lost Nation","Distilled Spirits",73,3,84.3,14.2,1.9,29583,493,487,0,0,0,0,3,3
"Lost Nation","Gin",118,10,84.3,14.2,1.9,29583,493,487,0,0,0,0,3,3
"Lost Nation","Rum",1420,93,84.3,14.2,1.9,29583,493,487,0,0,0,0,3,3
"Lost Nation","Amaretto",36,3,84.3,14.2,1.9,29583,493,487,0,0,0,0,3,3
"Lost Nation","Vodka",2715,303,84.3,14.2,1.9,29583,493,487,0,0,0,0,3,3
"Lovilia","Gin",30,2,91.1,5.3,16.9,25893,600,600,0,0,0,0,0,0
"Lovilia","Whisky",3683,186,91.1,5.3,16.9,25893,600,600,0,0,0,0,0,0
"Lovilia","Schnapps",209,16,91.1,5.3,16.9,25893,600,600,0,0,0,0,0,0
"Lovilia","Rum",1151,79,91.1,5.3,16.9,25893,600,600,0,0,0,0,0,0
"Lovilia","Distilled Spirits",169,8,91.1,5.3,16.9,25893,600,600,0,0,0,0,0,0
"Lovilia","Tequila",202,12,91.1,5.3,16.9,25893,600,600,0,0,0,0,0,0
"Lovilia","Misc",588,21,91.1,5.3,16.9,25893,600,600,0,0,0,0,0,0
"Lovilia","Brandy",47,4,91.1,5.3,16.9,25893,600,600,0,0,0,0,0,0
"Lovilia","Vodka",1336,128,91.1,5.3,16.9,25893,600,600,0,0,0,0,0,0
"Madrid","Distilled Spirits",252,12,91.5,17.4,2.6,35351,2585,2541,0,7,0,0,0,37
"Madrid","Amaretto",228,35,91.5,17.4,2.6,35351,2585,2541,0,7,0,0,0,37
"Madrid","Gin",1543,142,91.5,17.4,2.6,35351,2585,2541,0,7,0,0,0,37
"Madrid","Whisky",31737,2191,91.5,17.4,2.6,35351,2585,2541,0,7,0,0,0,37
"Madrid","Brandy",1493,138,91.5,17.4,2.6,35351,2585,2541,0,7,0,0,0,37
"Madrid","Schnapps",2423,257,91.5,17.4,2.6,35351,2585,2541,0,7,0,0,0,37
"Madrid","Vodka",19182,1962,91.5,17.4,2.6,35351,2585,2541,0,7,0,0,0,37
"Madrid","Misc",4642,339,91.5,17.4,2.6,35351,2585,2541,0,7,0,0,0,37
"Madrid","Tequila",4913,403,91.5,17.4,2.6,35351,2585,2541,0,7,0,0,0,37
"Madrid","Rum",12487,876,91.5,17.4,2.6,35351,2585,2541,0,7,0,0,0,37
"Malvern","Misc",2672,104,90.2,20.8,4.5,38750,982,973,1,4,0,0,4,0
"Malvern","Vodka",7013,758,90.2,20.8,4.5,38750,982,973,1,4,0,0,4,0
"Malvern","Whisky",15138,992,90.2,20.8,4.5,38750,982,973,1,4,0,0,4,0
"Malvern","Rum",3280,192,90.2,20.8,4.5,38750,982,973,1,4,0,0,4,0
"Malvern","Gin",187,15,90.2,20.8,4.5,38750,982,973,1,4,0,0,4,0
"Malvern","Tequila",805,55,90.2,20.8,4.5,38750,982,973,1,4,0,0,4,0
"Malvern","Schnapps",655,44,90.2,20.8,4.5,38750,982,973,1,4,0,0,4,0
"Malvern","Brandy",179,16,90.2,20.8,4.5,38750,982,973,1,4,0,0,4,0
"Malvern","Distilled Spirits",101,4,90.2,20.8,4.5,38750,982,973,1,4,0,0,4,0
"Malvern","Amaretto",18,3,90.2,20.8,4.5,38750,982,973,1,4,0,0,4,0
"Manchester","Schnapps",58772,4326,89.9,18.6,2.6,30320,5083,5048,24,5,0,0,0,6
"Manchester","Amaretto",2566,242,89.9,18.6,2.6,30320,5083,5048,24,5,0,0,0,6
"Manchester","Distilled Spirits",3157,214,89.9,18.6,2.6,30320,5083,5048,24,5,0,0,0,6
"Manchester","Tequila",37225,2573,89.9,18.6,2.6,30320,5083,5048,24,5,0,0,0,6
"Manchester","Rum",143769,9549,89.9,18.6,2.6,30320,5083,5048,24,5,0,0,0,6
"Manchester","Vodka",143311,14037,89.9,18.6,2.6,30320,5083,5048,24,5,0,0,0,6
"Manchester","Gin",13524,1025,89.9,18.6,2.6,30320,5083,5048,24,5,0,0,0,6
"Manchester","Brandy",17826,1243,89.9,18.6,2.6,30320,5083,5048,24,5,0,0,0,6
"Manchester","Misc",74723,4223,89.9,18.6,2.6,30320,5083,5048,24,5,0,0,0,6
"Manchester","Whisky",366013,26145,89.9,18.6,2.6,30320,5083,5048,24,5,0,0,0,6
"Manly","Distilled Spirits",202,11,89.9,12.4,3.5,22569,1551,1471,6,4,2,0,5,63
"Manly","Whisky",5464,330,89.9,12.4,3.5,22569,1551,1471,6,4,2,0,5,63
"Manly","Brandy",23,2,89.9,12.4,3.5,22569,1551,1471,6,4,2,0,5,63
"Manly","Tequila",475,33,89.9,12.4,3.5,22569,1551,1471,6,4,2,0,5,63
"Manly","Rum",1759,104,89.9,12.4,3.5,22569,1551,1471,6,4,2,0,5,63
"Manly","Schnapps",581,36,89.9,12.4,3.5,22569,1551,1471,6,4,2,0,5,63
"Manly","Misc",277,11,89.9,12.4,3.5,22569,1551,1471,6,4,2,0,5,63
"Manly","Vodka",2066,177,89.9,12.4,3.5,22569,1551,1471,6,4,2,0,5,63
"Manly","Gin",57,7,89.9,12.4,3.5,22569,1551,1471,6,4,2,0,5,63
"Manning","Rum",21062,1360,91.4,21.5,8.8,25907,1509,1475,2,0,16,0,0,16
"Manning","Vodka",15976,1375,91.4,21.5,8.8,25907,1509,1475,2,0,16,0,0,16
"Manning","Whisky",44040,3146,91.4,21.5,8.8,25907,1509,1475,2,0,16,0,0,16
