"city","category","sale.dollars","sale.volume","high.school","bachelor","unemployment","income","population","pop.white","pop.black","pop.indian","pop.asian","pop.hawai","pop.other","pop.multi"
"Corwith","Brandy",108,10,85.3,16.2,8.1,25179,230,230,0,0,0,0,0,0
"Corwith","Misc",479,31,85.3,16.2,8.1,25179,230,230,0,0,0,0,0,0
"Corwith","Gin",82,3,85.3,16.2,8.1,25179,230,230,0,0,0,0,0,0
"Corwith","Schnapps",197,12,85.3,16.2,8.1,25179,230,230,0,0,0,0,0,0
"Corwith","Tequila",430,53,85.3,16.2,8.1,25179,230,230,0,0,0,0,0,0
"Corwith","Rum",1276,64,85.3,16.2,8.1,25179,230,230,0,0,0,0,0,0
"Corwith","Vodka",1455,117,85.3,16.2,8.1,25179,230,230,0,0,0,0,0,0
"Corwith","Amaretto",324,8,85.3,16.2,8.1,25179,230,230,0,0,0,0,0,0
"Corydon","Amaretto",762,52,91,16.1,4.1,27500,1544,1508,18,12,4,0,0,2
"Corydon","Rum",11890,885,91,16.1,4.1,27500,1544,1508,18,12,4,0,0,2
"Corydon","Vodka",16445,1588,91,16.1,4.1,27500,1544,1508,18,12,4,0,0,2
"Corydon","Distilled Spirits",655,34,91,16.1,4.1,27500,1544,1508,18,12,4,0,0,2
"Corydon","Schnapps",6162,555,91,16.1,4.1,27500,1544,1508,18,12,4,0,0,2
"Corydon","Brandy",1401,135,91,16.1,4.1,27500,1544,1508,18,12,4,0,0,2
"Corydon","Tequila",2999,210,91,16.1,4.1,27500,1544,1508,18,12,4,0,0,2
"Corydon","Gin",2583,245,91,16.1,4.1,27500,1544,1508,18,12,4,0,0,2
"Corydon","Whisky",42753,2908,91,16.1,4.1,27500,1544,1508,18,12,4,0,0,2
"Corydon","Misc",8357,584,91,16.1,4.1,27500,1544,1508,18,12,4,0,0,2
"Council Bluffs","Gin",200073,14592,87.7,18,5.4,30096,62326,57736,1249,231,565,5,1187,1353
"Council Bluffs","Amaretto",45717,4281,87.7,18,5.4,30096,62326,57736,1249,231,565,5,1187,1353
"Council Bluffs","Distilled Spirits",62841,5971,87.7,18,5.4,30096,62326,57736,1249,231,565,5,1187,1353
"Council Bluffs","Schnapps",454037,30062,87.7,18,5.4,30096,62326,57736,1249,231,565,5,1187,1353
"Council Bluffs","Brandy",197856,11074,87.7,18,5.4,30096,62326,57736,1249,231,565,5,1187,1353
"Council Bluffs","Rum",1218313,86633,87.7,18,5.4,30096,62326,57736,1249,231,565,5,1187,1353
"Council Bluffs","Tequila",658976,35399,87.7,18,5.4,30096,62326,57736,1249,231,565,5,1187,1353
"Council Bluffs","Whisky",3093617,174676,87.7,18,5.4,30096,62326,57736,1249,231,565,5,1187,1353
"Council Bluffs","Vodka",1825915,161991,87.7,18,5.4,30096,62326,57736,1249,231,565,5,1187,1353
"Council Bluffs","Misc",960839,54763,87.7,18,5.4,30096,62326,57736,1249,231,565,5,1187,1353
"Crescent","Vodka",2100,159,90.5,20.9,2.2,40550,522,511,0,0,0,0,0,11
"Crescent","Rum",2810,159,90.5,20.9,2.2,40550,522,511,0,0,0,0,0,11
"Crescent","Gin",159,9,90.5,20.9,2.2,40550,522,511,0,0,0,0,0,11
"Crescent","Schnapps",105,9,90.5,20.9,2.2,40550,522,511,0,0,0,0,0,11
"Crescent","Brandy",169,10,90.5,20.9,2.2,40550,522,511,0,0,0,0,0,11
"Crescent","Tequila",280,14,90.5,20.9,2.2,40550,522,511,0,0,0,0,0,11
"Crescent","Whisky",4649,224,90.5,20.9,2.2,40550,522,511,0,0,0,0,0,11
"Crescent","Distilled Spirits",69,2,90.5,20.9,2.2,40550,522,511,0,0,0,0,0,11
"Crescent","Misc",279,9,90.5,20.9,2.2,40550,522,511,0,0,0,0,0,11
"Cresco","Distilled Spirits",1287,60,90.7,15.1,4.3,30165,3839,3730,18,0,0,0,2,89
"Cresco","Brandy",26187,2376,90.7,15.1,4.3,30165,3839,3730,18,0,0,0,2,89
"Cresco","Whisky",215383,15916,90.7,15.1,4.3,30165,3839,3730,18,0,0,0,2,89
"Cresco","Misc",59437,3500,90.7,15.1,4.3,30165,3839,3730,18,0,0,0,2,89
"Cresco","Tequila",25459,1637,90.7,15.1,4.3,30165,3839,3730,18,0,0,0,2,89
"Cresco","Vodka",121868,13531,90.7,15.1,4.3,30165,3839,3730,18,0,0,0,2,89
"Cresco","Schnapps",65022,4992,90.7,15.1,4.3,30165,3839,3730,18,0,0,0,2,89
"Cresco","Rum",113311,8130,90.7,15.1,4.3,30165,3839,3730,18,0,0,0,2,89
"Cresco","Gin",11508,925,90.7,15.1,4.3,30165,3839,3730,18,0,0,0,2,89
"Cresco","Amaretto",2318,269,90.7,15.1,4.3,30165,3839,3730,18,0,0,0,2,89
"Creston","Gin",20680,1884,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69
"Creston","Tequila",39844,2767,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69
"Creston","Amaretto",7491,792,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69
"Creston","Vodka",160242,16542,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69
"Creston","Brandy",16488,1418,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69
"Creston","Distilled Spirits",5071,235,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69
"Creston","Schnapps",39779,3302,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69
"Creston","Misc",81314,4657,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69
"Creston","Whisky",400481,25886,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69
"Creston","Rum",115700,8396,93,16.7,3.4,26244,7877,7589,122,24,66,7,0,69
"Cumming","Whisky",5356,411,98.9,48.7,1.7,61406,415,407,0,0,1,0,0,7
"Cumming","Vodka",6221,327,98.9,48.7,1.7,61406,415,407,0,0,1,0,0,7
"Cumming","Rum",2131,102,98.9,48.7,1.7,61406,415,407,0,0,1,0,0,7
"Cumming","Distilled Spirits",577,14,98.9,48.7,1.7,61406,415,407,0,0,1,0,0,7
"Cumming","Misc",325,22,98.9,48.7,1.7,61406,415,407,0,0,1,0,0,7
"Dakota City","Whisky",4073,273,90.6,9.2,2.8,31250,713,711,0,0,0,0,0,2
"Dakota City","Brandy",161,15,90.6,9.2,2.8,31250,713,711,0,0,0,0,0,2
"Dakota City","Gin",54,3,90.6,9.2,2.8,31250,713,711,0,0,0,0,0,2
"Dakota City","Distilled Spirits",38,1,90.6,9.2,2.8,31250,713,711,0,0,0,0,0,2
"Dakota City","Misc",393,16,90.6,9.2,2.8,31250,713,711,0,0,0,0,0,2
"Dakota City","Vodka",5695,708,90.6,9.2,2.8,31250,713,711,0,0,0,0,0,2
"Dakota City","Amaretto",25,4,90.6,9.2,2.8,31250,713,711,0,0,0,0,0,2
"Dakota City","Rum",1807,146,90.6,9.2,2.8,31250,713,711,0,0,0,0,0,2
"Dakota City","Schnapps",156,15,90.6,9.2,2.8,31250,713,711,0,0,0,0,0,2
"Dakota City","Tequila",358,14,90.6,9.2,2.8,31250,713,711,0,0,0,0,0,2
"Danville","Tequila",106,6,94.7,19.4,1.9,31389,1079,1018,18,0,2,0,0,41
"Danville","Misc",1035,40,94.7,19.4,1.9,31389,1079,1018,18,0,2,0,0,41
"Danville","Whisky",2477,137,94.7,19.4,1.9,31389,1079,1018,18,0,2,0,0,41
"Danville","Rum",649,37,94.7,19.4,1.9,31389,1079,1018,18,0,2,0,0,41
"Danville","Gin",20,1,94.7,19.4,1.9,31389,1079,1018,18,0,2,0,0,41
"Danville","Vodka",1131,90,94.7,19.4,1.9,31389,1079,1018,18,0,2,0,0,41
"Danville","Distilled Spirits",40,2,94.7,19.4,1.9,31389,1079,1018,18,0,2,0,0,41
"Danville","Brandy",133,9,94.7,19.4,1.9,31389,1079,1018,18,0,2,0,0,41
"Danville","Schnapps",177,11,94.7,19.4,1.9,31389,1079,1018,18,0,2,0,0,41
"Davenport","Brandy",944093,41487,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311
"Davenport","Tequila",1083070,60932,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311
"Davenport","Misc",1134471,64680,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311
"Davenport","Whisky",3986840,224943,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311
"Davenport","Schnapps",579679,41212,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311
"Davenport","Distilled Spirits",70042,6111,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311
"Davenport","Amaretto",55881,5380,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311
"Davenport","Rum",1549406,111628,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311
"Davenport","Vodka",3402719,286791,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311
"Davenport","Gin",445525,34343,91.2,26.7,5.1,30275,102305,83300,11694,331,2240,17,1412,3311
"Dayton","Brandy",1264,129,88.8,14,3.9,26071,704,678,0,3,0,0,4,19
"Dayton","Tequila",1912,114,88.8,14,3.9,26071,704,678,0,3,0,0,4,19
"Dayton","Amaretto",226,36,88.8,14,3.9,26071,704,678,0,3,0,0,4,19
"Dayton","Gin",211,20,88.8,14,3.9,26071,704,678,0,3,0,0,4,19
"Dayton","Vodka",10533,1083,88.8,14,3.9,26071,704,678,0,3,0,0,4,19
"Dayton","Schnapps",4423,326,88.8,14,3.9,26071,704,678,0,3,0,0,4,19
"Dayton","Distilled Spirits",13,1,88.8,14,3.9,26071,704,678,0,3,0,0,4,19
"Dayton","Whisky",25419,1692,88.8,14,3.9,26071,704,678,0,3,0,0,4,19
"Dayton","Rum",9031,560,88.8,14,3.9,26071,704,678,0,3,0,0,4,19
"Dayton","Misc",5281,272,88.8,14,3.9,26071,704,678,0,3,0,0,4,19
"De Soto","Vodka",20803,2153,92.2,22,6.5,30568,1065,1033,0,0,2,0,0,30
"De Soto","Tequila",1602,77,92.2,22,6.5,30568,1065,1033,0,0,2,0,0,30
"De Soto","Schnapps",1373,107,92.2,22,6.5,30568,1065,1033,0,0,2,0,0,30
"De Soto","Gin",719,63,92.2,22,6.5,30568,1065,1033,0,0,2,0,0,30
"De Soto","Whisky",30765,1894,92.2,22,6.5,30568,1065,1033,0,0,2,0,0,30
"De Soto","Rum",13237,965,92.2,22,6.5,30568,1065,1033,0,0,2,0,0,30
"De Soto","Misc",3081,131,92.2,22,6.5,30568,1065,1033,0,0,2,0,0,30
"De Soto","Brandy",474,28,92.2,22,6.5,30568,1065,1033,0,0,2,0,0,30
"De Soto","Distilled Spirits",982,45,92.2,22,6.5,30568,1065,1033,0,0,2,0,0,30
"De Witt","Whisky",108502,7875,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"De Witt","Misc",21776,1717,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"De Witt","Vodka",61625,6659,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"De Witt","Amaretto",2234,271,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"De Witt","Tequila",7936,573,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"De Witt","Distilled Spirits",2349,234,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"De Witt","Rum",34593,2468,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"De Witt","Brandy",6346,516,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"De Witt","Schnapps",15484,1488,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"De Witt","Gin",10950,1248,96.5,29.3,4.7,35863,5264,5067,1,0,74,0,20,102
"Decorah","Amaretto",5974,532,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"Decorah","Brandy",41729,3383,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"Decorah","Tequila",59719,4031,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"Decorah","Schnapps",64581,4888,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"Decorah","Rum",172073,11615,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"Decorah","Distilled Spirits",3837,174,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"Decorah","Vodka",286025,26132,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"Decorah","Whisky",385918,24983,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"Decorah","Misc",114584,6480,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"Decorah","Gin",46876,3236,95.6,41.6,2.4,12340,7985,7639,152,33,79,0,22,60
"Delaware","Gin",73,5,97.2,15.7,1,34000,133,130,0,0,0,0,0,3
"Delaware","Rum",943,52,97.2,15.7,1,34000,133,130,0,0,0,0,0,3
"Delaware","Whisky",5720,391,97.2,15.7,1,34000,133,130,0,0,0,0,0,3
"Delaware","Tequila",295,11,97.2,15.7,1,34000,133,130,0,0,0,0,0,3
"Delaware","Vodka",1989,226,97.2,15.7,1,34000,133,130,0,0,0,0,0,3
"Delaware","Schnapps",605,36,97.2,15.7,1,34000,133,130,0,0,0,0,0,3
"Delaware","Brandy",464,32,97.2,15.7,1,34000,133,130,0,0,0,0,0,3
"Delaware","Misc",390,14,97.2,15.7,1,34000,133,130,0,0,0,0,0,3
"Delhi","Gin",14,2,93.6,22.5,0,32000,445,443,0,0,0,0,2,0
"Delhi","Vodka",598,47,93.6,22.5,0,32000,445,443,0,0,0,0,2,0
"Delhi","Whisky",1255,90,93.6,22.5,0,32000,445,443,0,0,0,0,2,0
"Delhi","Schnapps",89,4,93.6,22.5,0,32000,445,443,0,0,0,0,2,0
"Delhi","Misc",106,5,93.6,22.5,0,32000,445,443,0,0,0,0,2,0
"Delhi","Rum",766,39,93.6,22.5,0,32000,445,443,0,0,0,0,2,0
"Delhi","Brandy",12,0,93.6,22.5,0,32000,445,443,0,0,0,0,2,0
"Delhi","Tequila",74,2,93.6,22.5,0,32000,445,443,0,0,0,0,2,0
"Delmar","Rum",1192,83,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"Delmar","Vodka",3611,398,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"Delmar","Gin",42,2,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"Delmar","Brandy",309,26,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"Delmar","Whisky",4360,281,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"Delmar","Schnapps",158,17,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"Delmar","Tequila",1031,47,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"Delmar","Amaretto",12,2,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"Delmar","Misc",373,21,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"Delmar","Distilled Spirits",151,6,92.8,16.8,5.4,31597,497,472,0,17,0,0,6,2
"Denison","Tequila",72701,3682,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"Denison","Vodka",182684,17771,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"Denison","Gin",17735,1528,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"Denison","Schnapps",63509,4781,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"Denison","Whisky",460831,33369,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"Denison","Brandy",30536,1929,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"Denison","Misc",84709,4868,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"Denison","Amaretto",4893,502,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"Denison","Distilled Spirits",11069,1272,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"Denison","Rum",189255,13606,66.1,10.7,6.2,30187,8326,7556,244,42,31,0,270,183
"Denver","Brandy",1347,118,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"Denver","Vodka",16665,1729,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"Denver","Rum",20391,1514,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"Denver","Gin",2862,174,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"Denver","Whisky",36619,2807,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"Denver","Misc",4769,328,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"Denver","Amaretto",211,26,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"Denver","Tequila",2646,239,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"Denver","Schnapps",3654,254,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"Denver","Distilled Spirits",245,12,97.5,25.4,1.2,36106,1814,1773,5,0,22,0,0,14
"Des Moines","Amaretto",120986,11081,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"Des Moines","Gin",1220280,86697,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"Des Moines","Distilled Spirits",170983,15285,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"Des Moines","Schnapps",1409948,101552,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"Des Moines","Rum",4013435,286968,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"Des Moines","Whisky",12225234,653282,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"Des Moines","Tequila",3428570,186907,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"Des Moines","Vodka",9907123,771338,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"Des Moines","Misc",3397260,187528,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"Des Moines","Brandy",2177548,89852,87.2,25.2,7.1,28776,212859,164184,23469,993,11722,183,5109,7199
"Donnellson","Misc",1392,58,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"Donnellson","Whisky",8717,441,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"Donnellson","Gin",113,9,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"Donnellson","Rum",3414,235,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"Donnellson","Vodka",4861,485,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"Donnellson","Tequila",596,30,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"Donnellson","Schnapps",861,53,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"Donnellson","Amaretto",12,2,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"Donnellson","Brandy",224,18,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"Donnellson","Distilled Spirits",113,3,92.3,14.2,2.2,29758,860,854,0,0,0,0,0,6
"Dows","Gin",85,8,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"Dows","Whisky",9896,760,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"Dows","Rum",2401,152,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"Dows","Vodka",5037,615,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"Dows","Brandy",133,9,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"Dows","Schnapps",413,29,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"Dows","Distilled Spirits",159,7,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"Dows","Misc",634,36,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"Dows","Tequila",1166,58,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"Dows","Amaretto",12,2,91.2,16.2,2.6,24792,497,459,15,0,0,0,13,10
"Dubuque","Schnapps",361064,24923,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"Dubuque","Amaretto",35977,3462,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"Dubuque","Distilled Spirits",54747,6468,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"Dubuque","Misc",644590,38046,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"Dubuque","Rum",1128547,78960,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"Dubuque","Whisky",2304543,140139,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"Dubuque","Brandy",393974,18611,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"Dubuque","Gin",204977,15545,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"Dubuque","Vodka",1843016,156052,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"Dubuque","Tequila",380356,21497,91.4,29.7,5,25838,58535,53089,2380,45,877,338,252,1554
"Dunlap","Misc",12306,684,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"Dunlap","Whisky",59008,3522,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"Dunlap","Schnapps",8158,658,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"Dunlap","Amaretto",556,63,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"Dunlap","Gin",1493,102,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"Dunlap","Brandy",1487,130,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"Dunlap","Vodka",15547,1416,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"Dunlap","Distilled Spirits",799,56,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"Dunlap","Tequila",5905,531,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"Dunlap","Rum",18328,1170,84.8,14.5,0.4,26779,1021,990,0,12,10,0,0,9
"Durant","Distilled Spirits",298,14,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"Durant","Tequila",1470,118,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"Durant","Amaretto",627,67,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"Durant","Brandy",1357,125,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"Durant","Rum",10763,760,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"Durant","Schnapps",3740,329,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"Durant","Vodka",16521,1806,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"Durant","Whisky",29466,2256,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"Durant","Misc",3782,299,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"Durant","Gin",1437,174,93.9,22.8,1.2,36226,2032,1976,0,8,5,0,0,43
"Dyersville","Amaretto",1601,194,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"Dyersville","Gin",6419,635,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"Dyersville","Schnapps",25335,2301,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"Dyersville","Whisky",226983,19930,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"Dyersville","Rum",62206,4476,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"Dyersville","Vodka",70304,7516,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"Dyersville","Tequila",9548,702,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"Dyersville","Brandy",6490,542,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"Dyersville","Misc",32938,2589,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"Dyersville","Distilled Spirits",948,60,90.8,22.8,1.4,32530,4180,4180,0,0,0,0,0,0
"Dysart","Brandy",2018,171,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"Dysart","Vodka",8704,934,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"Dysart","Tequila",748,63,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"Dysart","Whisky",13978,904,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"Dysart","Distilled Spirits",322,14,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"Dysart","Gin",616,55,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"Dysart","Rum",5589,361,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"Dysart","Misc",3001,217,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"Dysart","Schnapps",3193,193,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"Dysart","Amaretto",241,24,94.2,16.9,6.4,31366,1418,1381,0,7,16,0,0,14
"Eagle Grove","Whisky",117065,9435,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"Eagle Grove","Schnapps",8813,659,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"Eagle Grove","Brandy",4119,314,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"Eagle Grove","Tequila",11766,660,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"Eagle Grove","Amaretto",644,66,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"Eagle Grove","Rum",31046,2277,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"Eagle Grove","Distilled Spirits",390,18,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"Eagle Grove","Misc",18394,1020,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"Eagle Grove","Vodka",52418,5315,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"Eagle Grove","Gin",4549,407,86.8,15.7,9.3,26862,3468,3350,11,24,0,0,36,47
"Earlham","Whisky",6909,411,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"Earlham","Rum",4242,266,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"Earlham","Misc",1438,71,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"Earlham","Brandy",102,5,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"Earlham","Amaretto",1,0,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"Earlham","Tequila",439,23,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"Earlham","Distilled Spirits",192,9,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"Earlham","Gin",183,10,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"Earlham","Schnapps",239,18,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"Earlham","Vodka",5622,683,97.4,28,2.8,37649,1523,1487,36,0,0,0,0,0
"Early","Tequila",2673,118,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"Early","Vodka",3821,486,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"Early","Brandy",162,12,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"Early","Distilled Spirits",76,2,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"Early","Misc",763,34,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"Early","Amaretto",50,8,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"Early","Gin",146,11,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"Early","Rum",3153,215,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"Early","Whisky",8240,497,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
"Early","Schnapps",367,26,95.9,17.2,5.8,27330,699,650,36,0,0,0,0,13
